"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019364","pyridine nucleotide catabolic process","35/3836","100/18986",0.35,1.73229927007299,3.6945103890472,0.00039571254978363,0.00500759134284425,0.00378398557434188,"ALDOA/ALDOC/BPGM/COL6A1/DDIT4/EIF6/ENO2/EP300/FLCN/FOXK2/GAPDH/HDAC4/HK1/HTR2A/IGF1/KAT2B/LDHA/LIPA/MTOR/NUPR1/OGT/P2RX7/PFKFB3/PFKM/PFKP/PGK1/PKM/PPARA/PPP2CA/SLC4A4/STAT3/TPI1/UCHL1/ZBTB20/ZBTB7A",35
"GO:0042273","ribosomal large subunit biogenesis","25/3836","64/18986",0.390625,1.93336972106361,3.76355666755149,0.000402852541139692,0.00508772888629727,0.00384454149586745,"CINP/DDX18/DDX28/DHX30/EIF6/GTF3A/GTPBP4/MAK16/MALSU1/MDN1/MRTO4/NOP16/NPM1/NSA2/NVL/RPF1/RPL24/RPL26L1/RPL35A/RRP15/RSL24D1/TRMT112/ZNF622/ZNHIT3/ZNHIT6",25
"GO:0046685","response to arsenic-containing substance","15/3836","31/18986",0.483870967741935,2.39488378351105,3.91106705017865,0.000405283284450722,0.00510819051721691,0.00386000332390541,"ATR/CYP1B1/DHX36/GRIA1/GSTO1/HMOX1/MKNK2/NEFL/RNF4/SLC38A2/TNFRSF11B/UROS/VCP/ZFAND1/ZFAND2A",15
"GO:0006972","hyperosmotic response","14/3836","28/18986",0.5,2.47471324296142,3.92942152655727,0.000412065970324058,0.00516270327034237,0.0039011958768359,"ARHGEF2/EFHD1/MICU1/NFAT5/PCK1/SLC12A2/SLC25A23/SLC2A1/SST/STK39/WNK1/XRCC5/XRCC6/YBX3",14
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","14/3836","28/18986",0.5,2.47471324296142,3.92942152655727,0.000412065970324058,0.00516270327034237,0.0039011958768359,"ACTR10/AGBL4/AGTPBP1/HSBP1/KIF1B/LRPPRC/MAP1B/MAP1S/MAPT/NEFL/OPA1/SYBU/TRAK1/UCHL1",14
"GO:0047497","mitochondrion transport along microtubule","14/3836","28/18986",0.5,2.47471324296142,3.92942152655727,0.000412065970324058,0.00516270327034237,0.0039011958768359,"ACTR10/AGBL4/AGTPBP1/HSBP1/KIF1B/LRPPRC/MAP1B/MAP1S/MAPT/NEFL/OPA1/SYBU/TRAK1/UCHL1",14
"GO:0002009","morphogenesis of an epithelium","132/3836","500/18986",0.264,1.30664859228363,3.49657450580029,0.000418743713378166,0.00523595809862937,0.00395655087577866,"ABL1/ACTB/ACVRL1/ADM/AHI1/AJAP1/APLNR/ARHGAP35/BBS7/BCL2/BMP7/BTBD7/CA2/CD44/CDC42/CDK20/CECR2/CEP290/CITED1/CITED2/CLASP2/CLIC4/CLUAP1/CSNK2B/CTNNB1/CXCL10/CXCR4/DCHS1/DLC1/DLG1/DLG3/DLL1/DVL1/DVL2/EGFR/EPHA4/ERBB4/FAT1/FERMT2/FGF1/FGF2/FGFR1/FGFR2/FLRT3/FOXF1/FOXQ1/GJA1/GLI3/GREB1/GRSF1/GZF1/HES1/HGF/ID4/IGFBP5/ITGAV/ITGB1/ITGB5/KDM5B/KLF4/LAMA5/LEF1/LIN7C/LMO4/LZTS2/MAGED1/MED1/MEF2C/MET/MIB1/MICAL2/MKKS/MSN/MTHFD1/MTHFR/MTOR/NDRG4/NFATC4/NOTCH1/NOTCH2/NR3C1/OPA1/PAFAH1B1/PAK1/PCDH8/PDCD10/PDGFA/PERP/PHB2/PLXNB2/PODXL/PPP1CA/PPP3R1/PRICKLE1/PRKACB/PRKX/PTCH1/RGMA/RHOB/RPGRIP1L/RPS7/RREB1/RSPO2/RSPO3/RYR2/SALL1/SCRIB/SEMA4C/SKI/SLC39A12/SLIT2/SOCS3/SOSTDC1/SOX10/SOX8/SOX9/SPINT2/STAT1/TBX3/TEAD2/TGFB1I1/TGFB2/TGM2/TMEFF2/TMEM59L/TNC/TOR1A/TTC8/TULP3/WDPCP/WDR1/YAP1",132
"GO:0072009","nephron epithelium development","41/3836","123/18986",0.333333333333333,1.64980882864095,3.63807011275329,0.000430092122514465,0.00536720902195279,0.00405573061439383,"ACAT1/AHI1/AQP11/ASXL1/BASP1/BCL2/CALB1/CD24/CITED1/CTNNB1/DCHS1/DLG1/DLL1/EDNRB/FGF1/FGF2/FOXC1/GLI3/GZF1/HES1/KLF15/LAMA5/LAMB2/LZTS2/MAGED1/MAGI2/MEF2C/NOTCH1/NOTCH2/PECAM1/PODXL/POU3F3/PTCH1/PTPRO/SALL1/SOX8/SOX9/STAT1/TMEM59L/WWTR1/YAP1",41
"GO:0071375","cellular response to peptide hormone stimulus","90/3836","321/18986",0.280373831775701,1.38768966895033,3.52501549879621,0.000432544571906059,0.00538714603192091,0.00407079601269609,"ACTN2/AHCYL1/AP3S1/APPL1/ASS1/ATP2B1/BLVRB/C2CD5/CA2/CAMK2A/CAV1/CFLAR/COL6A1/CPEB1/CRHBP/CSK/CUL3/CYP1B1/DDR2/EIF4EBP2/FAT1/FOS/FOXO1/GKAP1/GNAS/GOT1/GPER1/GPLD1/GRB14/GRIA1/GSK3B/HDAC9/IGF1R/INSIG2/IRS2/JAK1/KANK1/KAT2B/LEPROTL1/LPIN1/LPIN2/MAP1B/MAPK1/MAS1/MTOR/MYO1C/MYO5A/NDEL1/NUCKS1/OGT/PAX6/PCK1/PDK4/PID1/PIK3C2A/PIP4K2B/PKM/PLCB1/PPP3CA/PRKAR1A/PRKCB/PRKCZ/PTPN2/PXN/RAB13/RAB31/RAP1GDS1/RARRES2/RBX1/RELA/RHOQ/ROCK1/SGCB/SH2B2/SLC26A6/SLC27A4/SMARCC1/SOCS3/SOCS7/SORBS1/SORL1/SP1/SRD5A1/STAT1/STAT3/SYAP1/USO1/VAMP2/XBP1/ZFP36L1",90
"GO:0001836","release of cytochrome c from mitochondria","22/3836","54/18986",0.407407407407407,2.01643301278338,3.7637058810809,0.000444285607198061,0.00551159034756334,0.00416483233933698,"BCL2/CLU/FAM162A/GGCT/GHITM/GPER1/HGF/HRK/IFI6/IGF1/LMNA/MCL1/MLLT11/MOAP1/OPA1/PARL/PINK1/PRELID1/PSMD10/SFN/TIMM50/TRIAP1",22
"GO:0050771","negative regulation of axonogenesis","22/3836","54/18986",0.407407407407407,2.01643301278338,3.7637058810809,0.000444285607198061,0.00551159034756334,0.00416483233933698,"CDK5/CDKL3/DAB1/DCC/EFNB3/FGF13/IFRD1/KIAA0319/LRP4/MAP2/MCF2/RGMA/RTN4/RTN4R/RUFY3/SEMA3F/SEMA3G/SEMA4F/SEMA6D/SPP1/THY1/ULK2",22
"GO:0002090","regulation of receptor internalization","28/3836","75/18986",0.373333333333333,1.84778588807786,3.70167129466555,0.000448110639915201,0.00554812033938231,0.00419243622164486,"AHI1/ANGPT1/ANKRD13A/ANKRD13D/ANXA2/AP2M1/APLNR/ARF1/ARRB1/ATAD1/DTNBP1/FLOT1/HIP1/HPCA/LPAR1/LRPAP1/LRRTM1/MAGI2/MTMR2/NCDN/NRG1/PPP3R1/RABEP1/RIN3/SCRIB/SUSD4/SYNE1/WDR54",28
"GO:0010508","positive regulation of autophagy","52/3836","166/18986",0.313253012048193,1.55042275462643,3.58408992413739,0.000450550408660428,0.00556738955956475,0.00420699700470542,"ATF6/ATG101/ATG16L1/BAG3/C9orf72/CALCOCO2/CAMKK2/CDC37/DCN/EIF2AK1/ENDOG/FBXO7/FLCN/FOXO1/FYCO1/GPSM1/GSK3B/HMOX1/HSPB8/HTT/HUWE1/LRRK2/MOAP1/NPRL2/OPTN/PARK7/PIK3C2A/PIK3CB/PINK1/PIP4K2B/PLK2/RALB/ROCK1/SLC25A4/SLC25A5/SNX30/SNX4/SNX7/SQSTM1/STK11/SVIP/TBK1/TFEB/TMEM59/TP53INP1/TRIM22/TRIM23/TRIM32/TRIM38/TRIM8/VDAC1/XBP1",52
"GO:0071453","cellular response to oxygen levels","55/3836","178/18986",0.308988764044944,1.52931717261661,3.57020341182804,0.000458477039441988,0.00562089984784408,0.00424743204523987,"ADO/ATP6AP1/ATP6V0D1/ATP6V1A/ATP6V1G1/BCL2/BMP7/CAV1/CBL/CFLAR/CHCHD2/CITED2/CPEB1/CPEB4/DDR2/EPAS1/EPHA4/FAM162A/FGFR2/FOS/FOXO1/GAD2/HIF3A/HILPDA/HIPK2/HP1BP3/KCNK3/LMNA/LPAR1/MALAT1/MDM4/MTOR/NDRG1/NDUFS2/NGB/NOTCH1/NPEPPS/PCK1/PDK1/PDK3/PGK1/PHB2/PIK3CB/PINK1/PPARD/PRKCE/RGCC/RORA/RTN4/SCN2A/SIRT2/SLC8A3/UBQLN1/VASN/ZFP36L1",55
"GO:0072524","pyridine-containing compound metabolic process","55/3836","178/18986",0.308988764044944,1.52931717261661,3.57020341182804,0.000458477039441988,0.00562089984784408,0.00424743204523987,"ACACB/ALDOA/ALDOC/BPGM/COL6A1/DDIT4/EIF6/ENO2/EP300/FLCN/FOXK2/GAPDH/GPD1L/HDAC4/HK1/HTR2A/IGF1/KAT2B/KCNAB2/LDHA/LDHB/LIPA/MDH1/MDH2/MTOR/NADK2/NAMPT/NMNAT2/NNT/NQO1/NUPR1/OGT/P2RX7/PARP10/PARP9/PFKFB3/PFKM/PFKP/PGD/PGK1/PKM/PNPO/PPARA/PPP2CA/PRDX5/PRPS2/PSAT1/SLC4A4/STAT3/TALDO1/TPI1/UCHL1/VCP/ZBTB20/ZBTB7A",55
"GO:0042692","muscle cell differentiation","116/3836","432/18986",0.268518518518519,1.32901266751632,3.48075936394423,0.00045944074919828,0.00562089984784408,0.00424743204523987,"ACTN2/ADM/AFG3L2/AKAP13/AKAP6/AKIRIN2/ANK2/APLNR/ATG5/ATP2A2/BCL2/BDNF/BHLHE41/BIN1/BMPR1A/BMPR2/CACNB4/CAMK1/CASP7/CDH2/CFL2/CFLAR/COL6A1/CSRP1/CSRP2/CTNNB1/CXCL10/CYP26B1/DLL1/DOCK5/EDNRB/EFEMP2/EHD2/FBXO22/FGF9/FGFR2/FHL2/FHOD3/FLOT1/FOXF1/FZD7/GPER1/HDAC4/HDAC9/HES1/HEY1/HEY2/HOMER1/HOPX/ID2/IFRD1/IGF1/IGFBP5/ITGA8/ITGB1/KDM1A/KDM6B/LAMB1/LAMB2/LAMC1/LDB3/LMNA/MAP2K4/MEF2C/MEGF10/MSX1/MTOR/MYBPC1/MYH11/NACA/NEO1/NFATC1/NFATC4/NLN/NOTCH1/NOTCH2/NRG1/PARP2/PDGFRA/PDLIM5/PLD3/POPDC3/PPARA/PPP3CA/PPP3CB/PRICKLE1/PRKAR1A/PTBP1/PTCD2/QKI/RGS2/RGS4/RORA/SEMA4C/SGCB/SKI/SLC8A1/SMAD1/SMYD3/SORBS2/SORT1/SOX6/SOX9/SPAG9/SPG11/SYNE1/TBX3/TMOD1/TPM1/TRIM32/UCHL1/WDR1/XBP1/XK/YY1/ZNHIT1",116
"GO:0009267","cellular response to starvation","58/3836","190/18986",0.305263157894737,1.51087755886066,3.56122318273059,0.000460351143597334,0.00562089984784408,0.00424743204523987,"AKR1C3/ASNS/ATG5/BCL2/BMPR2/CARTPT/CAV1/CPEB4/EIF2AK2/EIF2S1/FBXO22/FLCN/FOS/FOXO1/GABARAP/GABARAPL1/GABARAPL2/GAS2L1/GLUL/GPR155/IFI16/IGF1R/LAMP2/LRRK2/MAP1LC3B/MAP3K5/MAPK1/MAPK8/MICU1/MIOS/MTOR/NPRL2/PAK1/PAK3/PCK1/PDK4/PIK3R4/PLIN3/PPARA/RALB/RRAGA/RRAGB/RRAGC/SAR1A/SEH1L/SLC2A1/SLC38A2/SLC7A5/SP1/SRD5A1/SREBF2/SZT2/TFEB/TRIM32/XBP1/XPR1/YME1L1/YWHAZ",58
"GO:0032507","maintenance of protein location in cell","26/3836","68/18986",0.382352941176471,1.89242777402932,3.70960960384005,0.000460825999212887,0.00562089984784408,0.00424743204523987,"ANK3/CAV1/CCDC88A/CDK5/CHCHD10/GSN/HK1/INSIG2/KDELR1/KDELR2/PARK7/PINK1/RER1/RIT2/SCIN/SKP1/SORL1/SRGN/SUPT7L/SYNE1/TAF3/TMSB10/TWF1/TXN/VPS13A/VPS13C",26
"GO:0055021","regulation of cardiac muscle tissue growth","26/3836","68/18986",0.382352941176471,1.89242777402932,3.70960960384005,0.000460825999212887,0.00562089984784408,0.00424743204523987,"AKAP6/BMPR1A/CITED2/ERBB4/FGF2/FGF9/FGFR1/FGFR2/HEY2/IGF1/JARID2/MEF2C/NOTCH1/NRG1/PARP2/PPARA/RBP4/RGS2/RGS4/SAV1/TGFBR1/TGFBR3/VGLL4/YAP1/YY1/ZFPM2",26
"GO:0010631","epithelial cell migration","34/3836","97/18986",0.350515463917526,1.73485052083893,3.65105750906073,0.000461124281392477,0.00562089984784408,0.00424743204523987,"ANLN/ARHGAP5/BMPR2/CLASP2/CORO1A/DAAM2/DOCK5/EPB41L4B/IQSEC1/IRS2/KANK1/KANK2/KITLG/MACF1/MAP4K4/MAPRE2/MCC/MTOR/NANOS1/PFN2/PKN2/PLCG1/PPARD/PRKCE/PTPRR/RAB11A/ROCK1/RREB1/RTN4/SASH1/SOX9/TGFB2/WDPCP/ZEB2",34
"GO:0007266","Rho protein signal transduction","45/3836","139/18986",0.323741007194245,1.60233231558653,3.58641657039206,0.000481130758362568,0.0058534479521253,0.0044231569819798,"ABCA1/ABL1/ABL2/AKAP13/ARHGAP20/ARHGAP29/ARHGAP35/ARHGAP5/ARHGDIG/ARHGEF1/ARHGEF2/ARRB1/BCL6/CDC42/CDC42EP4/CDC42SE2/CDH13/CSNK1A1/CUL3/DLC1/DOCK9/EPS8/FLCN/FLOT1/GNA12/GPR4/HEG1/ITGB1/KANK1/KANK2/LPAR1/LRRK2/MET/NET1/PLXNB1/RAC1/RALBP1/RHOB/RHOJ/RHOU/RIT2/ROCK1/RTN4R/SCAI/STMN1",45
"GO:0043393","regulation of protein binding","39/3836","116/18986",0.336206896551724,1.66403131854302,3.60968987372886,0.000483492609541749,0.00587084860372273,0.00443630578149654,"ABL1/ACTB/ADD1/ADD2/AKTIP/ANXA2/ATP2A2/BDNF/CAMK1/CLDN5/DTX3L/EPB41/FLOT1/GSK3B/GTF2F1/HDAC4/HIP1R/HIPK2/IFIT1/ITGB1BP1/KDM1A/LRPAP1/LRRK2/MAP2/MAPK8/NES/NVL/PIN1/PPP2CA/PRMT7/PTPRF/RALB/RAN/ROCK1/SYMPK/TCF7L2/TIAM1/TTBK2/USP9X",39
"GO:0050708","regulation of protein secretion","78/3836","272/18986",0.286764705882353,1.41932083052199,3.50498255162665,0.000487384125120088,0.00590672068558999,0.00446341251425765,"ABCC8/ACVR1C/ADTRP/ALOX5/ATP13A2/CARTPT/CD200/CHRM3/CLOCK/CNR1/CRH/DNAJC1/DNM1L/DYNLL1/EFNA5/EGFR/ENSA/ENY2/EPHA5/ERP29/FKBP1B/FOXO1/FRMD4A/GNAO1/GNAS/GPER1/GPLD1/HADH/HMGCR/IER3IP1/IGF1/IRS2/ITPR1/JAGN1/KCNB1/KLF7/MIDN/MPC2/MYH10/NEO1/NNAT/P2RX7/PCSK1/PFKM/PLCB1/PPIA/PPID/PPP3CA/PPP3CB/PRKAR1A/PRKCB/PRKCE/RAB11FIP3/RAP1GDS1/RAPGEF3/RBP4/REST/RHBDD3/RHBDF1/SERGEF/SIRT3/SLC12A2/SLC16A1/SNAP25/STX1A/SYBU/SYT4/SYTL4/TCF7L2/TCIRG1/TGFB2/TIAM1/TLR2/TM7SF3/TMED10/UNC13B/VPS35/VSNL1",78
"GO:0019722","calcium-mediated signaling","69/3836","235/18986",0.293617021276596,1.45323586182415,3.51790626500925,0.000490787487967735,0.00592517768040741,0.00447735953935478,"ACKR3/AKAP5/AKAP6/ANK2/ASPH/ATP1A2/ATP1B1/ATP2A2/ATP2B4/CALM1/CAMK2D/CAMKK2/CAMTA1/CDH13/CHERP/CHP1/CHRM3/CLEC7A/CX3CR1/CXCR4/EDNRB/ERBB3/FHL2/FKBP1B/GRIA1/GRIA3/GRIK1/GRIK2/GRIN1/GRIN2A/GSK3B/GSTO1/HINT1/HPCA/HTR2C/HTT/IGF1/ITPR1/ITPR2/LRRK2/MAPT/MCTP1/MTOR/NCALD/NEGR1/NFAT5/NFATC1/NFATC4/P2RX7/P2RY12/PCP4/PDGFRA/PLCE1/PLCG1/PLN/PPP3CA/PPP3CB/PPP3R1/PRNP/PTBP1/PTPRC/RCAN2/RIT2/RYR2/RYR3/SLC8A1/SLC8A2/TMEM38A/TPRG1L",69
"GO:0031331","positive regulation of cellular catabolic process","69/3836","235/18986",0.293617021276596,1.45323586182415,3.51790626500925,0.000490787487967735,0.00592517768040741,0.00447735953935478,"ABCA2/ATF6/ATG101/ATG16L1/BAG3/C9orf72/CALCOCO2/CAMKK2/CDC37/DCN/DTX3L/EIF2AK1/ENDOG/FBXO7/FLCN/FOXO1/FYCO1/GPLD1/GPSM1/GSK3B/HMOX1/HSPB8/HTR2A/HTT/HUWE1/IGF1/IRS2/KAT2B/LAPTM5/LRRK2/MOAP1/MTOR/NNT/NPRL2/OPTN/P2RX7/PARK7/PIK3C2A/PIK3CB/PINK1/PIP4K2B/PLK2/PPARA/RALB/RGMA/ROCK1/SLC25A4/SLC25A5/SLC4A4/SNCA/SNX30/SNX4/SNX7/SQSTM1/STK11/SVIP/TBK1/TFEB/TMEM59/TP53INP1/TRIM22/TRIM23/TRIM32/TRIM38/TRIM8/UCHL1/VDAC1/XBP1/ZBTB20",69
"GO:1990090","cellular response to nerve growth factor stimulus","21/3836","51/18986",0.411764705882353,2.03799914126234,3.73497510226821,0.000501827813113726,0.00603938939276531,0.00456366360100724,"ARPC3/BDNF/BPTF/CBL/CORO1A/EIF4A3/ELAVL4/GAD2/GRIA1/HES1/MAGI2/MAPT/NTRK2/NTRK3/RAP1A/SH3GL2/SORT1/STMN2/TAC1/UBE3A/WASF1",21
"GO:1901379","regulation of potassium ion transmembrane transport","32/3836","90/18986",0.355555555555556,1.75979608388368,3.63556278316064,0.000502164398890673,0.00603938939276531,0.00456366360100724,"ACTN2/AKAP6/AMIGO1/ANK2/ANK3/ANO6/ATP1B1/ATP1B2/BIN1/CACNA1D/CAV1/CRBN/DLG1/DPP6/FHL1/ITGB1/KCNAB1/KCNAB2/KCNC2/KCNE4/KCNG3/KCNIP2/KCNIP4/KCNN2/KLHL24/NEDD4L/PRNP/RGS4/RGS7/STK39/SUMO1/VAMP2",32
"GO:1905477","positive regulation of protein localization to membrane","36/3836","105/18986",0.342857142857143,1.69694622374497,3.60346000599851,0.000516089774702093,0.0061950433527097,0.00468128349023011,"ACSL3/AKAP5/ANK3/ATP2B4/ATP2C1/C2CD5/CDK5/CDK5R1/CHP1/CLIP3/CNST/DLG1/EFCAB7/EGFR/FYN/GPER1/HPCA/ITGB1/ITGB1BP1/ITGB2/KCNB1/LGALS3/LRP4/MTCL1/MYO1C/NRXN1/PGRMC1/PRKCE/PRNP/RER1/SLC5A3/SORBS1/SPTBN1/SQSTM1/STOM/ZDHHC2",36
"GO:0071692","protein localization to extracellular region","104/3836","382/18986",0.272251308900524,1.34748783909941,3.45228316118441,0.000522764199514929,0.00626323191129864,0.00473281016330906,"ABCA1/ABCC8/ACVR1C/ADCYAP1/ADTRP/ALOX5/AP1S1/ATP13A2/BLOC1S6/CANX/CARTPT/CBLN4/CD200/CHRM3/CLOCK/CNR1/COPG1/CPLX1/CRH/DNAJC1/DNM1L/DYNLL1/EDNRB/EFNA5/EGFR/ENSA/ENY2/EPHA5/ERP29/FKBP1B/FOXO1/FRMD4A/GNAO1/GNAS/GPER1/GPLD1/HADH/HMGCR/IER3IP1/IGF1/ILDR2/IRS2/ITPR1/JAGN1/KCNB1/KLF7/LRRC32/MIA3/MIDN/MPC2/MYH10/NAGPA/NECAB3/NEO1/NNAT/P2RX7/PAFAH1B1/PARK7/PCLO/PCSK1/PCSK5/PFKM/PLCB1/PORCN/PPIA/PPID/PPP3CA/PPP3CB/PRKAR1A/PRKCB/PRKCE/PTPRN/PTPRN2/RAB11FIP3/RAP1GDS1/RAPGEF3/RBP4/REST/RHBDD3/RHBDF1/SCG2/SERGEF/SIRT3/SLC12A2/SLC16A1/SLC4A8/SMAD2/SNAP25/STX1A/SYBU/SYT4/SYTL4/TCF7L2/TCIRG1/TGFB2/TIAM1/TLR2/TM7SF3/TMED10/UNC13B/VIP/VPS13A/VPS35/VSNL1",104
"GO:0006606","protein import into nucleus","52/3836","167/18986",0.311377245508982,1.54113878603585,3.53432848596836,0.00052767556315252,0.00629454850817224,0.00475647454458421,"AKIRIN2/ANGPT1/APPL1/BAG3/CABP1/CHP1/CSE1L/DMAP1/DRD1/ECT2/EFCAB7/EIF4ENIF1/ELAVL1/EP300/FGF9/GLI3/HCLS1/IPO5/IPO7/KCNQ3/KPNA2/KPNA3/KPNA6/KPNB1/LMNA/LRRK2/MED1/NFKBIA/NOTCH1/NUP107/NUP133/NUP50/NUP85/NUP93/PHB2/PKIA/PPP3CA/PPP3R1/PRICKLE1/PTTG1IP/RAN/RANBP2/RPAIN/SPG11/SQSTM1/STAT3/SUMO1/TNPO1/TNPO2/TXNIP/XBP1/ZIC1",52
"GO:0030041","actin filament polymerization","52/3836","167/18986",0.311377245508982,1.54113878603585,3.53432848596836,0.00052767556315252,0.00629454850817224,0.00475647454458421,"ABL1/ADD1/ADD2/ADD3/ARHGAP18/ARPC2/ARPC3/ARPC5L/BAG4/BIN1/CAPZA2/CDC42EP4/CORO1A/CTTN/CYFIP2/DAAM2/DIAPH2/DLG1/EPS8/FAM107A/FCHSD2/GAS7/GSN/HAX1/HCLS1/HIP1R/KANK1/KANK2/LATS1/MICALL2/MKKS/MSRB2/MTOR/MYADM/PAK3/PFN2/PREX1/PRKCE/RAC1/RASA1/SCIN/SLIT2/SPTAN1/SPTBN1/SVIL/TMOD1/TMSB10/TRIOBP/TTC17/TWF1/WASF1/WASL",52
"GO:0050435","amyloid-beta metabolic process","25/3836","65/18986",0.384615384615385,1.90362557150878,3.67207405834055,0.000530372145007848,0.00629454850817224,0.00475647454458421,"ABCA2/APEH/BACE2/BIN1/CLU/EFNA1/EPHA4/GGA3/GSAP/IFNGR1/IGF1/NTRK2/PIN1/PRNP/PSENEN/RELA/ROCK1/RTN1/RTN3/RTN4/SLC2A13/SORL1/SP1/SPON1/TMED10",25
"GO:0051057","positive regulation of small GTPase mediated signal transduction","25/3836","65/18986",0.384615384615385,1.90362557150878,3.67207405834055,0.000530372145007848,0.00629454850817224,0.00475647454458421,"AKAP13/ALS2/ARRB1/AUTS2/CSNK1A1/GPR4/IGF1/ITGAV/ITPKB/KITLG/LPAR1/LRP4/MAP4K4/MAPRE2/NET1/NOTCH1/NOTCH2/PIK3CB/PLXNB1/RAC1/RASGRF1/RTN4/RTN4R/TGM2/TNS3",25
"GO:0071384","cellular response to corticosteroid stimulus","25/3836","65/18986",0.384615384615385,1.90362557150878,3.67207405834055,0.000530372145007848,0.00629454850817224,0.00475647454458421,"AKR1C3/ANXA1/ASS1/CFLAR/CRH/CYP1B1/DDIT4/EGFR/EIF4E/FAM107A/FBXO32/GPER1/IGF1R/KLF9/NR3C1/PCK1/RAN/REST/SGK1/SMYD3/SRD5A1/UBE2L3/ZFP36/ZFP36L1/ZFP36L2",25
"GO:0098712","L-glutamate import across plasma membrane","10/3836","17/18986",0.588235294117647,2.91142734466049,3.96732994846033,0.000534130525536342,0.00630580268738404,0.004764978763254,"ARL6IP5/ATP1A2/GRM1/ITGB1/KCNJ10/SLC1A1/SLC1A2/SLC1A3/SLC1A6/SLC7A11",10
"GO:2000369","regulation of clathrin-dependent endocytosis","10/3836","17/18986",0.588235294117647,2.91142734466049,3.96732994846033,0.000534130525536342,0.00630580268738404,0.004764978763254,"AAK1/BMP2K/DNAJC6/HIP1R/PIK3CB/SH3GL3/SMAP1/SNAP91/TNK2/WASL",10
"GO:0006906","vesicle fusion","42/3836","128/18986",0.328125,1.62403056569343,3.56452212815679,0.000534322220733589,0.00630580268738404,0.004764978763254,"ANXA1/ANXA2/ATP13A2/BET1/C2CD5/CHMP1B/CHMP2A/CHMP2B/CHMP4B/CHMP5/CORO1A/CPLX1/CPLX2/DOC2A/ERC2/PIP4K2B/RAB14/RAB20/RPH3A/SEC22B/SNAP25/SNAP29/SNCA/SPG11/STX12/STX1A/STX6/STX8/STXBP1/SYT1/SYT4/SYT5/TGFBRAP1/USO1/VAMP1/VAMP2/VAMP7/VAMP8/VIPAS39/VPS33B/VTI1A/ZNRF1",42
"GO:0022604","regulation of cell morphogenesis","72/3836","248/18986",0.290322580645161,1.43693027010663,3.48509515186543,0.000536252977188099,0.00631675936867177,0.00477325817766642,"ALDOA/ANXA1/ARHGAP18/ARHGAP35/ATP10A/BRWD1/CAMK2B/CAMSAP1/CAPRIN1/CAPRIN2/CD44/CDC42EP4/CDC42SE2/CDKL3/CORO1A/CPNE6/CUX1/CUX2/CXCR4/DHX36/DLC1/DLG1/DVL1/DVL2/EFNA5/EPB41L3/EPHA4/EPS8/ERMN/FERMT2/FGD4/FGR/FMNL2/FN1/FYN/GNA12/HEXB/ITGA7/ITGB2/KANK1/LIMD1/LPAR1/MACF1/MAP3K13/MSN/MYH10/MYO10/NEDD4L/NTNG1/PAFAH1B1/PARVA/PLXNB1/PLXNB2/PLXNC1/PRPF40A/RAC1/RASA1/RHOJ/RHOQ/RHOU/RIMS1/RREB1/SH3KBP1/SPAG9/STAU2/SYT1/SYT4/TIAM1/TPM1/UNC13A/WDPCP/WDR1",72
"GO:0051282","regulation of sequestering of calcium ion","43/3836","132/18986",0.325757575757576,1.61231317344456,3.55219747186476,0.000548369420358041,0.00644743299831413,0.00487200168440647,"ABL1/AKAP6/ANK2/ANXA6/APLNR/ASPH/ATG5/ATP1A2/CALM1/CAMK2D/CHERP/CORO1A/CX3CL1/CXCL10/DRD1/FGF2/FKBP1B/GHITM/GPER1/GSTO1/HTR2A/HTR2C/HTT/ITPR1/ITPR2/JPH3/P2RX7/PDE4D/PLCB1/PLCE1/PLCG1/PLN/PRKCE/PTPRC/RYR2/RYR3/SLC25A23/SLC8A1/SNCA/THY1/TMEM38A/TRPC1/UBASH3B",43
"GO:0051208","sequestering of calcium ion","44/3836","136/18986",0.323529411764706,1.60128503956327,3.54105325975185,0.000561004590407521,0.00657147012778475,0.00496573032088363,"ABL1/AKAP6/ANK2/ANXA6/APLNR/ASPH/ATG5/ATP1A2/CALM1/CAMK2D/CHERP/CORO1A/CX3CL1/CXCL10/DRD1/FGF2/FKBP1B/GHITM/GPER1/GSTO1/HSP90B1/HTR2A/HTR2C/HTT/ITPR1/ITPR2/JPH3/P2RX7/PDE4D/PLCB1/PLCE1/PLCG1/PLN/PRKCE/PTPRC/RYR2/RYR3/SLC25A23/SLC8A1/SNCA/THY1/TMEM38A/TRPC1/UBASH3B",44
"GO:1904950","negative regulation of establishment of protein localization","44/3836","136/18986",0.323529411764706,1.60128503956327,3.54105325975185,0.000561004590407521,0.00657147012778475,0.00496573032088363,"ABCC8/ACVR1C/ADTRP/ANGPT1/BAG4/CABP1/CD200/CDK5/CHP1/CSK/ENY2/ERLEC1/ERP29/FKBP1B/FOXO1/FRMD4A/GNAO1/HADH/HMGCR/ITGB1BP1/JAGN1/KCNB1/KLF7/LRRK2/LYPLA1/MAPT/MIDN/NDFIP1/NDFIP2/NEO1/PARK7/PKIA/PPP3CA/RAB11FIP3/REST/RHBDF1/SERGEF/SNX3/SUMO1/SVIP/SYT4/SYTL4/TXN/VSNL1",44
